Estimated optical constants of the Tagish Lake meteorite, from Roush,
Meteoritics and Planetary Science, v. 38, no. 3, 419-426, 2003.
  Wavelength Frequency  real     imaginary
  (microns)    (cm-1)   index      index
    1.6886   5922.07   1.69101  3.4873E-03
    1.6875   5925.93   1.69114  3.4811E-03
    1.6865   5929.44   1.69077  3.4662E-03
    1.6853   5933.66   1.69126  3.4677E-03
    1.6843   5937.18   1.69088  3.4811E-03
    1.6832   5941.06   1.69102  3.4844E-03
    1.6821   5944.95   1.69101  3.4739E-03
    1.6810   5948.84   1.69101  3.4681E-03
    1.6799   5952.74   1.69101  3.4761E-03
    1.6788   5956.64   1.69100  3.4822E-03
    1.6777   5960.54   1.69099  3.4725E-03
    1.6766   5964.45   1.69098  3.4525E-03
    1.6755   5968.37   1.69112  3.4505E-03
    1.6745   5971.93   1.69088  3.4602E-03
    1.6734   5975.86   1.69101  3.4514E-03
    1.6723   5979.79   1.69100  3.4505E-03
    1.6712   5983.72   1.69113  3.4613E-03
    1.6702   5987.31   1.69088  3.4587E-03
    1.6691   5991.25   1.69101  3.4609E-03
    1.6680   5995.20   1.69099  3.4668E-03
    1.6669   5999.16   1.69112  3.4613E-03
    1.6659   6002.76   1.69087  3.4641E-03
    1.6648   6006.73   1.69099  3.4637E-03
    1.6637   6010.70   1.69097  3.4435E-03
    1.6626   6014.68   1.69111  3.4360E-03
    1.6616   6018.30   1.69086  3.4467E-03
    1.6605   6022.28   1.69112  3.4597E-03
    1.6595   6025.91   1.69086  3.4525E-03
    1.6584   6029.91   1.69098  3.4401E-03
    1.6573   6033.91   1.69110  3.4434E-03
    1.6563   6037.55   1.69085  3.4322E-03
    1.6552   6041.57   1.69111  3.4271E-03
    1.6542   6045.22   1.69086  3.4401E-03
    1.6531   6049.24   1.69111  3.4353E-03
    1.6521   6052.90   1.69085  3.4192E-03
    1.6510   6056.94   1.69112  3.4250E-03
    1.6500   6060.61   1.69086  3.4459E-03
    1.6489   6064.65   1.69111  3.4331E-03
    1.6479   6068.33   1.69085  3.4269E-03
    1.6468   6072.38   1.69110  3.4267E-03
    1.6458   6076.07   1.69085  3.4212E-03
    1.6447   6080.14   1.69110  3.4175E-03
    1.6437   6083.84   1.69085  3.4106E-03
    1.6426   6087.91   1.69111  3.4060E-03
    1.6416   6091.62   1.69086  3.4146E-03
    1.6405   6095.70   1.69111  3.4261E-03
    1.6395   6099.42   1.69099  3.4327E-03
    1.6385   6103.14   1.69086  3.4327E-03
    1.6374   6107.24   1.69109  3.4390E-03
    1.6364   6110.98   1.69096  3.4302E-03
    1.6354   6114.71   1.69084  3.4122E-03
    1.6343   6118.83   1.69108  3.4073E-03
    1.6333   6122.57   1.69096  3.3998E-03
    1.6323   6126.32   1.69099  3.3958E-03
    1.6313   6130.08   1.69086  3.4029E-03
    1.6302   6134.22   1.69110  3.4104E-03
    1.6292   6137.98   1.69097  3.4097E-03
    1.6282   6141.75   1.69099  3.4067E-03
    1.6272   6145.53   1.69086  3.4133E-03
    1.6261   6149.68   1.69109  3.4192E-03
    1.6251   6153.47   1.69096  3.4095E-03
    1.6241   6157.26   1.69097  3.4088E-03
    1.6231   6161.05   1.69097  3.4122E-03
    1.6221   6164.85   1.69097  3.4020E-03
    1.6211   6168.65   1.69085  3.3958E-03
    1.6200   6172.84   1.69108  3.3954E-03
    1.6190   6176.65   1.69095  3.3901E-03
    1.6180   6180.47   1.69097  3.3917E-03
    1.6170   6184.29   1.69097  3.3851E-03
    1.6160   6188.12   1.69097  3.3943E-03
    1.6150   6191.95   1.69097  3.3952E-03
    1.6140   6195.79   1.69097  3.3892E-03
    1.6130   6199.63   1.69097  3.3921E-03
    1.6120   6203.47   1.69097  3.3910E-03
    1.6110   6207.32   1.69097  3.3919E-03
    1.6100   6211.18   1.69098  3.3787E-03
    1.6090   6215.04   1.69099  3.3688E-03
    1.6080   6218.91   1.69101  3.3855E-03
    1.6070   6222.78   1.69101  3.3976E-03
    1.6060   6226.65   1.69102  3.3992E-03
    1.6050   6230.53   1.69104  3.4077E-03
    1.6040   6234.41   1.69107  3.4012E-03
    1.6030   6238.30   1.69115  3.3934E-03
    1.6020   6242.20   1.69135  3.3901E-03
    1.6010   6246.10   1.69213  3.3851E-03
    1.6000   6250.00   1.68921  3.3791E-03
    1.5950   6269.59   1.69101  3.3741E-03
    1.5900   6289.31   1.69095  3.3674E-03
    1.5850   6309.15   1.69093  3.3553E-03
    1.5800   6329.11   1.69093  3.3476E-03
    1.5750   6349.21   1.69093  3.3383E-03
    1.5700   6369.43   1.69092  3.3344E-03
    1.5650   6389.78   1.69092  3.3300E-03
    1.5600   6410.26   1.69092  3.3247E-03
    1.5550   6430.87   1.69091  3.3168E-03
    1.5500   6451.61   1.69091  3.3101E-03
    1.5450   6472.49   1.69091  3.3086E-03
    1.5400   6493.51   1.69090  3.3009E-03
    1.5350   6514.66   1.69090  3.2969E-03
    1.5300   6535.95   1.69090  3.2938E-03
    1.5250   6557.38   1.69089  3.2925E-03
    1.5200   6578.95   1.69088  3.2822E-03
    1.5150   6600.66   1.69088  3.2736E-03
    1.5100   6622.52   1.69088  3.2692E-03
    1.5050   6644.52   1.69088  3.2641E-03
    1.5000   6666.67   1.69087  3.2659E-03
    1.4950   6688.96   1.69086  3.2573E-03
    1.4900   6711.41   1.69086  3.2485E-03
    1.4850   6734.01   1.69085  3.2421E-03
    1.4800   6756.76   1.69085  3.2354E-03
    1.4750   6779.66   1.69085  3.2315E-03
    1.4700   6802.72   1.69084  3.2216E-03
    1.4650   6825.94   1.69084  3.2207E-03
    1.4600   6849.32   1.69083  3.2150E-03
    1.4550   6872.85   1.69083  3.2073E-03
    1.4500   6896.55   1.69082  3.2018E-03
    1.4450   6920.42   1.69081  3.1894E-03
    1.4400   6944.44   1.69081  3.1859E-03
    1.4350   6968.64   1.69081  3.1768E-03
    1.4300   6993.01   1.69080  3.1698E-03
    1.4250   7017.54   1.69080  3.1654E-03
    1.4200   7042.25   1.69079  3.1573E-03
    1.4150   7067.14   1.69079  3.1531E-03
    1.4100   7092.20   1.69078  3.1434E-03
    1.4050   7117.44   1.69078  3.1363E-03
    1.4000   7142.86   1.69078  3.1288E-03
    1.3950   7168.46   1.69078  3.1249E-03
    1.3900   7194.24   1.69077  3.1238E-03
    1.3850   7220.22   1.69076  3.1152E-03
    1.3800   7246.38   1.69076  3.1103E-03
    1.3750   7272.73   1.69075  3.1044E-03
    1.3700   7299.27   1.69075  3.0955E-03
    1.3650   7326.01   1.69074  3.0883E-03
    1.3600   7352.94   1.69074  3.0788E-03
    1.3550   7380.07   1.69073  3.0709E-03
    1.3500   7407.41   1.69073  3.0656E-03
    1.3450   7434.94   1.69072  3.0577E-03
    1.3400   7462.69   1.69072  3.0495E-03
    1.3350   7490.64   1.69071  3.0398E-03
    1.3300   7518.80   1.69071  3.0339E-03
    1.3250   7547.17   1.69071  3.0270E-03
    1.3200   7575.76   1.69070  3.0219E-03
    1.3150   7604.56   1.69070  3.0156E-03
    1.3100   7633.59   1.69069  3.0096E-03
    1.3050   7662.84   1.69069  3.0032E-03
    1.3000   7692.31   1.69068  2.9971E-03
    1.2950   7722.01   1.69068  2.9915E-03
    1.2900   7751.94   1.69067  2.9834E-03
    1.2850   7782.10   1.69067  2.9748E-03
    1.2800   7812.50   1.69066  2.9684E-03
    1.2750   7843.14   1.69066  2.9625E-03
    1.2700   7874.02   1.69065  2.9545E-03
    1.2650   7905.14   1.69065  2.9444E-03
    1.2600   7936.51   1.69064  2.9369E-03
    1.2550   7968.13   1.69064  2.9283E-03
    1.2500   8000.00   1.69063  2.9200E-03
    1.2450   8032.13   1.69063  2.9125E-03
    1.2400   8064.52   1.69063  2.9054E-03
    1.2350   8097.17   1.69062  2.8990E-03
    1.2300   8130.08   1.69062  2.8918E-03
    1.2250   8163.27   1.69061  2.8851E-03
    1.2200   8196.72   1.69061  2.8768E-03
    1.2150   8230.45   1.69061  2.8713E-03
    1.2100   8264.46   1.69060  2.8662E-03
    1.2050   8298.76   1.69060  2.8591E-03
    1.2000   8333.33   1.69059  2.8523E-03
    1.1950   8368.20   1.69059  2.8461E-03
    1.1900   8403.36   1.69058  2.8411E-03
    1.1850   8438.82   1.69058  2.8325E-03
    1.1800   8474.58   1.69057  2.8283E-03
    1.1750   8510.64   1.69057  2.8241E-03
    1.1700   8547.01   1.69056  2.8171E-03
    1.1650   8583.69   1.69055  2.8111E-03
    1.1600   8620.69   1.69055  2.8025E-03
    1.1550   8658.01   1.69054  2.7970E-03
    1.1500   8695.65   1.69054  2.7926E-03
    1.1450   8733.62   1.69053  2.7862E-03
    1.1400   8771.93   1.69052  2.7823E-03
    1.1350   8810.57   1.69051  2.7736E-03
    1.1300   8849.56   1.69051  2.7668E-03
    1.1250   8888.89   1.69050  2.7600E-03
    1.1200   8928.57   1.69049  2.7501E-03
    1.1150   8968.61   1.69048  2.7410E-03
    1.1100   9009.01   1.69047  2.7313E-03
    1.1050   9049.77   1.69046  2.7249E-03
    1.1000   9090.91   1.69045  2.7133E-03
    1.0950   9132.42   1.69045  2.6985E-03
    1.0900   9174.31   1.69044  2.6853E-03
    1.0850   9216.59   1.69044  2.6736E-03
    1.0800   9259.26   1.69043  2.6635E-03
    1.0750   9302.33   1.69043  2.6555E-03
    1.0700   9345.79   1.69042  2.6428E-03
    1.0650   9389.67   1.69042  2.6326E-03
    1.0600   9433.96   1.69042  2.6251E-03
    1.0550   9478.67   1.69041  2.6168E-03
    1.0500   9523.81   1.69041  2.6035E-03
    1.0450   9569.38   1.69041  2.5956E-03
    1.0400   9615.38   1.69040  2.5905E-03
    1.0350   9661.84   1.69040  2.5842E-03
    1.0300   9708.74   1.69039  2.5778E-03
    1.0250   9756.10   1.69038  2.5701E-03
    1.0200   9803.92   1.69038  2.5571E-03
    1.0150   9852.22   1.69037  2.5469E-03
    1.0100   9900.99   1.69037  2.5381E-03
    1.0050   9950.25   1.69036  2.5278E-03
    1.0000  10000.00   1.69036  2.5207E-03
    0.9950  10050.25   1.69035  2.5114E-03
    0.9900  10101.01   1.69035  2.5004E-03
    0.9850  10152.28   1.69034  2.4927E-03
    0.9800  10204.08   1.69033  2.4786E-03
    0.9750  10256.41   1.69033  2.4683E-03
    0.9700  10309.28   1.69033  2.4581E-03
    0.9650  10362.69   1.69032  2.4506E-03
    0.9600  10416.67   1.69032  2.4443E-03
    0.9550  10471.20   1.69031  2.4363E-03
    0.9500  10526.32   1.69030  2.4266E-03
    0.9450  10582.01   1.69030  2.4094E-03
    0.9400  10638.30   1.69030  2.4028E-03
    0.9350  10695.19   1.69029  2.3914E-03
    0.9300  10752.69   1.69029  2.3760E-03
    0.9250  10810.81   1.69029  2.3696E-03
    0.9200  10869.57   1.69028  2.3579E-03
    0.9150  10928.96   1.69028  2.3469E-03
    0.9100  10989.01   1.69027  2.3359E-03
    0.9050  11049.72   1.69027  2.3246E-03
    0.9000  11111.11   1.69027  2.3143E-03
    0.8950  11173.18   1.69027  2.3052E-03
    0.8900  11235.96   1.69027  2.3013E-03
    0.8850  11299.44   1.69027  2.2918E-03
    0.8800  11363.64   1.69027  2.2858E-03
    0.8750  11428.57   1.69026  2.2806E-03
    0.8700  11494.25   1.69026  2.2729E-03
    0.8650  11560.69   1.69025  2.2651E-03
    0.8600  11627.91   1.69025  2.2581E-03
    0.8550  11695.91   1.69024  2.2515E-03
    0.8500  11764.71   1.69024  2.2446E-03
    0.8450  11834.32   1.69023  2.2369E-03
    0.8400  11904.76   1.69023  2.2294E-03
    0.8350  11976.05   1.69022  2.2211E-03
    0.8300  12048.19   1.69022  2.2131E-03
    0.8250  12121.21   1.69021  2.2047E-03
    0.8200  12195.12   1.69021  2.1964E-03
    0.8150  12269.94   1.69020  2.1887E-03
    0.8100  12345.68   1.69020  2.1796E-03
    0.8050  12422.36   1.69020  2.1722E-03
    0.8000  12500.00   1.69019  2.1636E-03
    0.7950  12578.62   1.69019  2.1556E-03
    0.7900  12658.23   1.69018  2.1472E-03
    0.7850  12738.85   1.69018  2.1383E-03
    0.7800  12820.51   1.69017  2.1298E-03
    0.7750  12903.23   1.69017  2.1217E-03
    0.7700  12987.01   1.69016  2.1147E-03
    0.7650  13071.90   1.69016  2.1071E-03
    0.7600  13157.89   1.69015  2.1005E-03
    0.7550  13245.03   1.69015  2.0946E-03
    0.7500  13333.33   1.69014  2.0867E-03
    0.7450  13422.82   1.69014  2.0812E-03
    0.7400  13513.51   1.69013  2.0745E-03
    0.7350  13605.44   1.69013  2.0692E-03
    0.7300  13698.63   1.69012  2.0624E-03
    0.7250  13793.10   1.69011  2.0563E-03
    0.7200  13888.89   1.69010  2.0492E-03
    0.7150  13986.01   1.69010  2.0411E-03
    0.7100  14084.51   1.69009  2.0331E-03
    0.7050  14184.40   1.69008  2.0239E-03
    0.7000  14285.71   1.69007  2.0150E-03
    0.6950  14388.49   1.69006  2.0052E-03
    0.6900  14492.75   1.69006  1.9961E-03
    0.6850  14598.54   1.69005  1.9857E-03
    0.6800  14705.88   1.69004  1.9753E-03
    0.6750  14814.81   1.69003  1.9653E-03
    0.6700  14925.37   1.69003  1.9543E-03
    0.6650  15037.59   1.69002  1.9438E-03
    0.6600  15151.52   1.69002  1.9333E-03
    0.6550  15267.18   1.69001  1.9235E-03
    0.6500  15384.62   1.69001  1.9136E-03
    0.6450  15503.88   1.69000  1.9043E-03
    0.6400  15625.00   1.69000  1.8960E-03
    0.6350  15748.03   1.68999  1.8872E-03
    0.6300  15873.02   1.68999  1.8795E-03
    0.6250  16000.00   1.68998  1.8718E-03
    0.6200  16129.03   1.68997  1.8645E-03
    0.6150  16260.16   1.68997  1.8572E-03
    0.6100  16393.44   1.68996  1.8511E-03
    0.6050  16528.93   1.68995  1.8445E-03
    0.6000  16666.67   1.68995  1.8376E-03
    0.5950  16806.72   1.68994  1.8304E-03
    0.5900  16949.15   1.68993  1.8223E-03
    0.5850  17094.02   1.68992  1.8140E-03
    0.5800  17241.38   1.68991  1.8042E-03
    0.5750  17391.30   1.68990  1.7948E-03
    0.5700  17543.86   1.68989  1.7850E-03
    0.5650  17699.12   1.68988  1.7755E-03
    0.5600  17857.14   1.68988  1.7661E-03
    0.5550  18018.02   1.68987  1.7562E-03
    0.5500  18181.82   1.68986  1.7473E-03
    0.5450  18348.62   1.68985  1.7385E-03
    0.5400  18518.52   1.68985  1.7308E-03
    0.5350  18691.59   1.68984  1.7234E-03
    0.5300  18867.92   1.68983  1.7161E-03
    0.5250  19047.62   1.68982  1.7095E-03
    0.5200  19230.77   1.68982  1.7037E-03
    0.5150  19417.48   1.68981  1.6971E-03
    0.5100  19607.84   1.68980  1.6917E-03
    0.5050  19801.98   1.68978  1.6863E-03
    0.5000  20000.00   1.68977  1.6807E-03
    0.4950  20202.02   1.68976  1.6746E-03
    0.4900  20408.16   1.68975  1.6680E-03
    0.4850  20618.56   1.68973  1.6602E-03
    0.4800  20833.33   1.68972  1.6523E-03
    0.4750  21052.63   1.68970  1.6447E-03
    0.4700  21276.60   1.68969  1.6367E-03
    0.4650  21505.38   1.68967  1.6271E-03
    0.4600  21739.13   1.68966  1.6182E-03
    0.4550  21978.02   1.68964  1.6083E-03
    0.4500  22222.22   1.68963  1.5991E-03
    0.4450  22471.91   1.68961  1.5889E-03
    0.4400  22727.27   1.68959  1.5781E-03
    0.4350  22988.51   1.68958  1.5679E-03
    0.4300  23255.81   1.68956  1.5586E-03
    0.4250  23529.41   1.68954  1.5474E-03
    0.4200  23809.52   1.68952  1.5334E-03
    0.4150  24096.39   1.68950  1.5210E-03
    0.4100  24390.24   1.68948  1.5089E-03
    0.4050  24691.36   1.68946  1.4978E-03
    0.4000  25000.00   1.68944  1.4873E-03
    0.3950  25316.46   1.68942  1.4756E-03
    0.3900  25641.03   1.68940  1.4666E-03
    0.3850  25974.03   1.68937  1.4553E-03
    0.3800  26315.79   1.68935  1.4436E-03
    0.3750  26666.67   1.68932  1.4313E-03
    0.3700  27027.03   1.68929  1.4193E-03
    0.3650  27397.26   1.68925  1.4084E-03
    0.3600  27777.78   1.68922  1.3948E-03
    0.3550  28169.01   1.68918  1.3774E-03
    0.3500  28571.43   1.68913  1.3591E-03
    0.3450  28985.51   1.68909  1.3365E-03
    0.3400  29411.76   1.68904  1.3135E-03
    0.3350  29850.75   1.68898  1.2864E-03
    0.3300  30303.03   1.68893  1.2594E-03
    0.3250  30769.23   1.68885  1.2407E-03
    0.3200  31250.00   1.68876  1.2212E-03
    0.3150  31746.03   1.68862  1.2025E-03
    0.3100  32258.06   1.68835  1.1840E-03
    0.3050  32786.89   1.68820  1.1658E-03
