From Marzo et al. (2004) Adv. Space Res., 33, 2246-2251
selenite
  Wavelength
  (microns)       n           k       Q/a theor   Q/a experim
  0.2822D+01  0.1382D+01  0.9695D-01  0.5909D+04  0.6473D+04
  0.2823D+01  0.1383D+01  0.9637D-01  0.5873D+04  0.6429D+04
  0.2823D+01  0.1384D+01  0.9607D-01  0.5836D+04  0.6380D+04
  0.2824D+01  0.1385D+01  0.9544D-01  0.5796D+04  0.6330D+04
  0.2825D+01  0.1386D+01  0.9477D-01  0.5755D+04  0.6278D+04
  0.2826D+01  0.1387D+01  0.9407D-01  0.5714D+04  0.6224D+04
  0.2826D+01  0.1388D+01  0.9335D-01  0.5670D+04  0.6167D+04
  0.2827D+01  0.1388D+01  0.9260D-01  0.5625D+04  0.6105D+04
  0.2828D+01  0.1389D+01  0.9184D-01  0.5578D+04  0.6038D+04
  0.2829D+01  0.1390D+01  0.9105D-01  0.5531D+04  0.5969D+04
  0.2830D+01  0.1391D+01  0.9026D-01  0.5483D+04  0.5899D+04
  0.2830D+01  0.1391D+01  0.8986D-01  0.5435D+04  0.5830D+04
  0.2831D+01  0.1392D+01  0.8905D-01  0.5389D+04  0.5760D+04
  0.2832D+01  0.1392D+01  0.8823D-01  0.5340D+04  0.5689D+04
  0.2833D+01  0.1393D+01  0.8742D-01  0.5291D+04  0.5616D+04
  0.2834D+01  0.1394D+01  0.8661D-01  0.5242D+04  0.5544D+04
  0.2835D+01  0.1394D+01  0.8579D-01  0.5194D+04  0.5474D+04
  0.2835D+01  0.1394D+01  0.8499D-01  0.5145D+04  0.5408D+04
  0.2836D+01  0.1395D+01  0.8420D-01  0.5100D+04  0.5343D+04
  0.2837D+01  0.1395D+01  0.8380D-01  0.5054D+04  0.5278D+04
  0.2838D+01  0.1395D+01  0.8303D-01  0.5008D+04  0.5210D+04
  0.2838D+01  0.1395D+01  0.8227D-01  0.4962D+04  0.5141D+04
  0.2839D+01  0.1396D+01  0.8152D-01  0.4918D+04  0.5074D+04
  0.2840D+01  0.1396D+01  0.8080D-01  0.4875D+04  0.5011D+04
  0.2841D+01  0.1396D+01  0.8010D-01  0.4834D+04  0.4951D+04
  0.2842D+01  0.1396D+01  0.7942D-01  0.4795D+04  0.4894D+04
  0.2843D+01  0.1396D+01  0.7877D-01  0.4756D+04  0.4839D+04
  0.2843D+01  0.1396D+01  0.7814D-01  0.4718D+04  0.4787D+04
  0.2844D+01  0.1396D+01  0.7784D-01  0.4682D+04  0.4739D+04
  0.2845D+01  0.1396D+01  0.7725D-01  0.4648D+04  0.4693D+04
  0.2846D+01  0.1396D+01  0.7670D-01  0.4615D+04  0.4648D+04
  0.2847D+01  0.1396D+01  0.7617D-01  0.4584D+04  0.4604D+04
  0.2847D+01  0.1396D+01  0.7568D-01  0.4556D+04  0.4563D+04
  0.2848D+01  0.1396D+01  0.7522D-01  0.4528D+04  0.4525D+04
  0.2849D+01  0.1396D+01  0.7479D-01  0.4503D+04  0.4492D+04
  0.2850D+01  0.1396D+01  0.7439D-01  0.4478D+04  0.4463D+04
  0.2851D+01  0.1396D+01  0.7403D-01  0.4456D+04  0.4438D+04
  0.2851D+01  0.1396D+01  0.7386D-01  0.4436D+04  0.4417D+04
  0.2852D+01  0.1396D+01  0.7355D-01  0.4418D+04  0.4400D+04
  0.2853D+01  0.1395D+01  0.7327D-01  0.4401D+04  0.4386D+04
  0.2854D+01  0.1395D+01  0.7302D-01  0.4385D+04  0.4375D+04
  0.2855D+01  0.1395D+01  0.7279D-01  0.4371D+04  0.4365D+04
  0.2856D+01  0.1395D+01  0.7260D-01  0.4359D+04  0.4355D+04
  0.2856D+01  0.1395D+01  0.7243D-01  0.4348D+04  0.4348D+04
  0.2857D+01  0.1395D+01  0.7228D-01  0.4338D+04  0.4343D+04
  0.2858D+01  0.1395D+01  0.7221D-01  0.4330D+04  0.4339D+04
  0.2859D+01  0.1395D+01  0.7209D-01  0.4322D+04  0.4335D+04
  0.2859D+01  0.1395D+01  0.7199D-01  0.4315D+04  0.4331D+04
  0.2860D+01  0.1395D+01  0.7189D-01  0.4308D+04  0.4327D+04
  0.2861D+01  0.1395D+01  0.7180D-01  0.4302D+04  0.4321D+04
  0.2862D+01  0.1395D+01  0.7172D-01  0.4296D+04  0.4315D+04
  0.2863D+01  0.1395D+01  0.7163D-01  0.4289D+04  0.4306D+04
  0.2864D+01  0.1395D+01  0.7153D-01  0.4283D+04  0.4296D+04
  0.2865D+01  0.1395D+01  0.7143D-01  0.4276D+04  0.4284D+04
  0.2865D+01  0.1395D+01  0.7137D-01  0.4268D+04  0.4269D+04
  0.2866D+01  0.1395D+01  0.7124D-01  0.4259D+04  0.4253D+04
  0.2867D+01  0.1395D+01  0.7109D-01  0.4249D+04  0.4235D+04
  0.2868D+01  0.1395D+01  0.7093D-01  0.4238D+04  0.4215D+04
  0.2869D+01  0.1396D+01  0.7073D-01  0.4227D+04  0.4193D+04
  0.2869D+01  0.1396D+01  0.7052D-01  0.4213D+04  0.4169D+04
  0.2870D+01  0.1396D+01  0.7028D-01  0.4198D+04  0.4145D+04
  0.2871D+01  0.1396D+01  0.7001D-01  0.4182D+04  0.4121D+04
  0.2872D+01  0.1396D+01  0.6973D-01  0.4165D+04  0.4098D+04
  0.2873D+01  0.1396D+01  0.6958D-01  0.4147D+04  0.4076D+04
  0.2873D+01  0.1396D+01  0.6926D-01  0.4128D+04  0.4052D+04
  0.2874D+01  0.1396D+01  0.6894D-01  0.4109D+04  0.4028D+04
  0.2875D+01  0.1396D+01  0.6860D-01  0.4088D+04  0.4004D+04
  0.2876D+01  0.1396D+01  0.6826D-01  0.4068D+04  0.3983D+04
  0.2877D+01  0.1396D+01  0.6791D-01  0.4047D+04  0.3963D+04
  0.2878D+01  0.1396D+01  0.6757D-01  0.4027D+04  0.3946D+04
  0.2879D+01  0.1395D+01  0.6723D-01  0.4006D+04  0.3931D+04
  0.2879D+01  0.1395D+01  0.6707D-01  0.3988D+04  0.3920D+04
  0.2880D+01  0.1395D+01  0.6675D-01  0.3969D+04  0.3912D+04
  0.2881D+01  0.1395D+01  0.6646D-01  0.3952D+04  0.3906D+04
  0.2882D+01  0.1394D+01  0.6618D-01  0.3935D+04  0.3901D+04
  0.2883D+01  0.1394D+01  0.6593D-01  0.3920D+04  0.3897D+04
  0.2884D+01  0.1394D+01  0.6571D-01  0.3907D+04  0.3892D+04
  0.2884D+01  0.1393D+01  0.6553D-01  0.3896D+04  0.3889D+04
  0.2885D+01  0.1393D+01  0.6538D-01  0.3886D+04  0.3887D+04
  0.2886D+01  0.1392D+01  0.6526D-01  0.3879D+04  0.3888D+04
  0.2887D+01  0.1392D+01  0.6522D-01  0.3873D+04  0.3892D+04
  0.2887D+01  0.1392D+01  0.6516D-01  0.3869D+04  0.3901D+04
  0.2888D+01  0.1391D+01  0.6515D-01  0.3868D+04  0.3912D+04
  0.2889D+01  0.1391D+01  0.6518D-01  0.3869D+04  0.3925D+04
  0.2890D+01  0.1390D+01  0.6525D-01  0.3873D+04  0.3938D+04
  0.2891D+01  0.1389D+01  0.6537D-01  0.3878D+04  0.3953D+04
  0.2892D+01  0.1389D+01  0.6553D-01  0.3886D+04  0.3969D+04
  0.2893D+01  0.1388D+01  0.6574D-01  0.3897D+04  0.3989D+04
  0.2894D+01  0.1388D+01  0.6600D-01  0.3910D+04  0.4012D+04
  0.2894D+01  0.1387D+01  0.6615D-01  0.3926D+04  0.4037D+04
  0.2895D+01  0.1387D+01  0.6648D-01  0.3945D+04  0.4063D+04
  0.2896D+01  0.1386D+01  0.6686D-01  0.3964D+04  0.4092D+04
  0.2897D+01  0.1386D+01  0.6729D-01  0.3988D+04  0.4123D+04
  0.2898D+01  0.1385D+01  0.6777D-01  0.4014D+04  0.4155D+04
  0.2899D+01  0.1384D+01  0.6830D-01  0.4043D+04  0.4190D+04
  0.2899D+01  0.1384D+01  0.6888D-01  0.4075D+04  0.4228D+04
  0.2900D+01  0.1383D+01  0.6951D-01  0.4109D+04  0.4269D+04
  0.2901D+01  0.1383D+01  0.7019D-01  0.4146D+04  0.4311D+04
  0.2902D+01  0.1383D+01  0.7055D-01  0.4183D+04  0.4356D+04
  0.2903D+01  0.1382D+01  0.7131D-01  0.4225D+04  0.4403D+04
  0.2904D+01  0.1382D+01  0.7212D-01  0.4270D+04  0.4453D+04
  0.2904D+01  0.1381D+01  0.7298D-01  0.4318D+04  0.4506D+04
  0.2905D+01  0.1381D+01  0.7389D-01  0.4368D+04  0.4562D+04
  0.2906D+01  0.1380D+01  0.7485D-01  0.4421D+04  0.4621D+04
  0.2907D+01  0.1380D+01  0.7587D-01  0.4477D+04  0.4684D+04
  0.2908D+01  0.1380D+01  0.7694D-01  0.4532D+04  0.4751D+04
  0.2908D+01  0.1379D+01  0.7749D-01  0.4593D+04  0.4821D+04
  0.2909D+01  0.1379D+01  0.7863D-01  0.4657D+04  0.4893D+04
  0.2910D+01  0.1379D+01  0.7982D-01  0.4723D+04  0.4965D+04
  0.2911D+01  0.1379D+01  0.8106D-01  0.4792D+04  0.5037D+04
  0.2912D+01  0.1379D+01  0.8235D-01  0.4863D+04  0.5112D+04
  0.2913D+01  0.1379D+01  0.8369D-01  0.4933D+04  0.5190D+04
  0.2914D+01  0.1379D+01  0.8506D-01  0.5008D+04  0.5273D+04
  0.2915D+01  0.1379D+01  0.8649D-01  0.5086D+04  0.5359D+04
  0.2916D+01  0.1379D+01  0.8795D-01  0.5166D+04  0.5447D+04
  0.2916D+01  0.1379D+01  0.8869D-01  0.5248D+04  0.5535D+04
  0.2917D+01  0.1379D+01  0.9021D-01  0.5332D+04  0.5624D+04
  0.2918D+01  0.1380D+01  0.9175D-01  0.5417D+04  0.5716D+04
  0.2919D+01  0.1380D+01  0.9333D-01  0.5499D+04  0.5810D+04
  0.2920D+01  0.1381D+01  0.9493D-01  0.5587D+04  0.5906D+04
  0.2921D+01  0.1381D+01  0.9655D-01  0.5676D+04  0.6004D+04
  0.2922D+01  0.1382D+01  0.9818D-01  0.5765D+04  0.6103D+04
  0.2922D+01  0.1383D+01  0.9982D-01  0.5855D+04  0.6201D+04
  0.2923D+01  0.1384D+01  0.1015D+00  0.5944D+04  0.6298D+04
  0.2924D+01  0.1384D+01  0.1023D+00  0.6033D+04  0.6393D+04
  0.2925D+01  0.1385D+01  0.1039D+00  0.6117D+04  0.6485D+04
  0.2926D+01  0.1386D+01  0.1055D+00  0.6204D+04  0.6574D+04
  0.2926D+01  0.1388D+01  0.1071D+00  0.6290D+04  0.6660D+04
  0.2927D+01  0.1389D+01  0.1087D+00  0.6374D+04  0.6744D+04
  0.2928D+01  0.1391D+01  0.1102D+00  0.6455D+04  0.6824D+04
  0.2929D+01  0.1392D+01  0.1116D+00  0.6533D+04  0.6895D+04
  0.2930D+01  0.1394D+01  0.1130D+00  0.6603D+04  0.6958D+04
  0.2931D+01  0.1395D+01  0.1137D+00  0.6674D+04  0.7012D+04
  0.2932D+01  0.1397D+01  0.1149D+00  0.6741D+04  0.7056D+04
  0.2932D+01  0.1399D+01  0.1161D+00  0.6802D+04  0.7089D+04
  0.2933D+01  0.1401D+01  0.1172D+00  0.6858D+04  0.7112D+04
  0.2934D+01  0.1404D+01  0.1182D+00  0.6908D+04  0.7125D+04
  0.2935D+01  0.1406D+01  0.1191D+00  0.6951D+04  0.7127D+04
  0.2936D+01  0.1408D+01  0.1198D+00  0.6987D+04  0.7122D+04
  0.2937D+01  0.1411D+01  0.1204D+00  0.7017D+04  0.7111D+04
  0.2938D+01  0.1413D+01  0.1209D+00  0.7040D+04  0.7096D+04
  0.2938D+01  0.1415D+01  0.1211D+00  0.7055D+04  0.7073D+04
  0.2939D+01  0.1417D+01  0.1213D+00  0.7063D+04  0.7038D+04
  0.2940D+01  0.1420D+01  0.1214D+00  0.7062D+04  0.6987D+04
  0.2941D+01  0.1422D+01  0.1214D+00  0.7054D+04  0.6923D+04
  0.2942D+01  0.1425D+01  0.1212D+00  0.7039D+04  0.6848D+04
  0.2943D+01  0.1428D+01  0.1208D+00  0.7015D+04  0.6769D+04
  0.2944D+01  0.1430D+01  0.1203D+00  0.6983D+04  0.6689D+04
  0.2945D+01  0.1433D+01  0.1197D+00  0.6944D+04  0.6608D+04
  0.2946D+01  0.1435D+01  0.1189D+00  0.6897D+04  0.6526D+04
  0.2946D+01  0.1436D+01  0.1185D+00  0.6843D+04  0.6440D+04
  0.2947D+01  0.1439D+01  0.1175D+00  0.6786D+04  0.6349D+04
  0.2948D+01  0.1441D+01  0.1164D+00  0.6720D+04  0.6252D+04
  0.2949D+01  0.1444D+01  0.1152D+00  0.6647D+04  0.6149D+04
  0.2950D+01  0.1446D+01  0.1138D+00  0.6569D+04  0.6042D+04
  0.2951D+01  0.1448D+01  0.1124D+00  0.6486D+04  0.5936D+04
  0.2952D+01  0.1450D+01  0.1108D+00  0.6398D+04  0.5832D+04
  0.2953D+01  0.1452D+01  0.1092D+00  0.6306D+04  0.5728D+04
  0.2953D+01  0.1453D+01  0.1084D+00  0.6216D+04  0.5625D+04
  0.2954D+01  0.1454D+01  0.1067D+00  0.6118D+04  0.5522D+04
  0.2955D+01  0.1456D+01  0.1049D+00  0.6017D+04  0.5421D+04
  0.2956D+01  0.1457D+01  0.1031D+00  0.5914D+04  0.5321D+04
  0.2957D+01  0.1459D+01  0.1012D+00  0.5809D+04  0.5223D+04
  0.2958D+01  0.1460D+01  0.9936D-01  0.5703D+04  0.5125D+04
  0.2959D+01  0.1461D+01  0.9745D-01  0.5596D+04  0.5029D+04
  0.2960D+01  0.1462D+01  0.9553D-01  0.5494D+04  0.4934D+04
  0.2961D+01  0.1463D+01  0.9360D-01  0.5386D+04  0.4841D+04
  0.2961D+01  0.1464D+01  0.9263D-01  0.5279D+04  0.4749D+04
  0.2962D+01  0.1464D+01  0.9071D-01  0.5171D+04  0.4660D+04
  0.2963D+01  0.1465D+01  0.8879D-01  0.5065D+04  0.4574D+04
  0.2964D+01  0.1466D+01  0.8689D-01  0.4959D+04  0.4490D+04
  0.2965D+01  0.1466D+01  0.8500D-01  0.4861D+04  0.4410D+04
  0.2966D+01  0.1467D+01  0.8314D-01  0.4757D+04  0.4332D+04
  0.2967D+01  0.1467D+01  0.8131D-01  0.4656D+04  0.4258D+04
  0.2967D+01  0.1467D+01  0.7951D-01  0.4556D+04  0.4185D+04
  0.2968D+01  0.1468D+01  0.7773D-01  0.4458D+04  0.4115D+04
  0.2969D+01  0.1468D+01  0.7686D-01  0.4362D+04  0.4047D+04
  0.2970D+01  0.1468D+01  0.7514D-01  0.4268D+04  0.3982D+04
  0.2971D+01  0.1468D+01  0.7346D-01  0.4180D+04  0.3919D+04
  0.2972D+01  0.1468D+01  0.7182D-01  0.4090D+04  0.3860D+04
  0.2973D+01  0.1468D+01  0.7022D-01  0.4002D+04  0.3805D+04
  0.2974D+01  0.1468D+01  0.6865D-01  0.3916D+04  0.3753D+04
  0.2975D+01  0.1468D+01  0.6713D-01  0.3833D+04  0.3703D+04
  0.2975D+01  0.1467D+01  0.6565D-01  0.3751D+04  0.3657D+04
  0.2976D+01  0.1467D+01  0.6493D-01  0.3676D+04  0.3613D+04
  0.2977D+01  0.1467D+01  0.6351D-01  0.3599D+04  0.3572D+04
  0.2978D+01  0.1467D+01  0.6214D-01  0.3524D+04  0.3533D+04
  0.2979D+01  0.1466D+01  0.6080D-01  0.3451D+04  0.3497D+04
  0.2980D+01  0.1466D+01  0.5951D-01  0.3381D+04  0.3462D+04
  0.2981D+01  0.1466D+01  0.5826D-01  0.3312D+04  0.3430D+04
  0.2982D+01  0.1465D+01  0.5704D-01  0.3246D+04  0.3399D+04
  0.2983D+01  0.1465D+01  0.5587D-01  0.3185D+04  0.3371D+04
  0.2983D+01  0.1465D+01  0.5474D-01  0.3123D+04  0.3344D+04
  0.2984D+01  0.1464D+01  0.5418D-01  0.3062D+04  0.3317D+04
  0.2985D+01  0.1464D+01  0.5310D-01  0.3004D+04  0.3290D+04
  0.2986D+01  0.1463D+01  0.5206D-01  0.2947D+04  0.3263D+04
  0.2987D+01  0.1463D+01  0.5105D-01  0.2892D+04  0.3237D+04
  0.2988D+01  0.1462D+01  0.5008D-01  0.2839D+04  0.3212D+04
  0.2989D+01  0.1462D+01  0.4914D-01  0.2791D+04  0.3188D+04
  0.2990D+01  0.1461D+01  0.4824D-01  0.2741D+04  0.3165D+04
  0.2991D+01  0.1461D+01  0.4736D-01  0.2693D+04  0.3142D+04
  0.2992D+01  0.1460D+01  0.4652D-01  0.2647D+04  0.3118D+04
  0.2992D+01  0.1460D+01  0.4611D-01  0.2602D+04  0.3096D+04
  0.2993D+01  0.1460D+01  0.4532D-01  0.2559D+04  0.3074D+04
  0.2994D+01  0.1459D+01  0.4455D-01  0.2520D+04  0.3052D+04
  0.2995D+01  0.1459D+01  0.4381D-01  0.2480D+04  0.3029D+04
  0.2996D+01  0.1458D+01  0.4310D-01  0.2441D+04  0.3007D+04
  0.2997D+01  0.1457D+01  0.4242D-01  0.2404D+04  0.2984D+04
  0.2998D+01  0.1457D+01  0.4176D-01  0.2368D+04  0.2961D+04
  0.2999D+01  0.1456D+01  0.4113D-01  0.2333D+04  0.2939D+04
  0.3000D+01  0.1456D+01  0.4052D-01  0.2300D+04  0.2917D+04
  0.3000D+01  0.1456D+01  0.4023D-01  0.2270D+04  0.2896D+04
  0.3001D+01  0.1455D+01  0.3966D-01  0.2239D+04  0.2875D+04
  0.3002D+01  0.1454D+01  0.3911D-01  0.2209D+04  0.2855D+04
  0.3003D+01  0.1454D+01  0.3859D-01  0.2181D+04  0.2834D+04
  0.3004D+01  0.1453D+01  0.3809D-01  0.2153D+04  0.2814D+04
  0.3005D+01  0.1453D+01  0.3761D-01  0.2127D+04  0.2794D+04
  0.3006D+01  0.1452D+01  0.3715D-01  0.2102D+04  0.2774D+04
  0.3007D+01  0.1452D+01  0.3671D-01  0.2079D+04  0.2754D+04
  0.3007D+01  0.1452D+01  0.3650D-01  0.2056D+04  0.2734D+04
  0.3008D+01  0.1451D+01  0.3609D-01  0.2034D+04  0.2713D+04
  0.3009D+01  0.1450D+01  0.3571D-01  0.2013D+04  0.2693D+04
  0.3010D+01  0.1450D+01  0.3534D-01  0.1993D+04  0.2673D+04
  0.3011D+01  0.1449D+01  0.3499D-01  0.1973D+04  0.2653D+04
  0.3012D+01  0.1449D+01  0.3466D-01  0.1956D+04  0.2632D+04
  0.3013D+01  0.1448D+01  0.3434D-01  0.1939D+04  0.2612D+04
  0.3014D+01  0.1448D+01  0.3405D-01  0.1923D+04  0.2591D+04
  0.3015D+01  0.1447D+01  0.3377D-01  0.1907D+04  0.2570D+04
  0.3015D+01  0.1447D+01  0.3364D-01  0.1892D+04  0.2549D+04
  0.3016D+01  0.1447D+01  0.3338D-01  0.1879D+04  0.2527D+04
  0.3017D+01  0.1446D+01  0.3315D-01  0.1866D+04  0.2505D+04
  0.3018D+01  0.1446D+01  0.3292D-01  0.1854D+04  0.2483D+04
  0.3019D+01  0.1445D+01  0.3272D-01  0.1843D+04  0.2461D+04
  0.3020D+01  0.1445D+01  0.3253D-01  0.1832D+04  0.2440D+04
  0.3021D+01  0.1444D+01  0.3236D-01  0.1823D+04  0.2418D+04
  0.3022D+01  0.1444D+01  0.3220D-01  0.1814D+04  0.2397D+04
  0.3023D+01  0.1443D+01  0.3206D-01  0.1805D+04  0.2376D+04
  0.3024D+01  0.1443D+01  0.3199D-01  0.1798D+04  0.2355D+04
  0.3025D+01  0.1443D+01  0.3187D-01  0.1792D+04  0.2334D+04
  0.3026D+01  0.1442D+01  0.3177D-01  0.1786D+04  0.2313D+04
  0.3027D+01  0.1442D+01  0.3168D-01  0.1781D+04  0.2293D+04
  0.3028D+01  0.1441D+01  0.3160D-01  0.1776D+04  0.2273D+04
  0.3029D+01  0.1441D+01  0.3154D-01  0.1772D+04  0.2253D+04
  0.3030D+01  0.1441D+01  0.3149D-01  0.1769D+04  0.2234D+04
  0.3030D+01  0.1440D+01  0.3146D-01  0.1767D+04  0.2216D+04
  0.3031D+01  0.1440D+01  0.3144D-01  0.1765D+04  0.2198D+04
  0.3032D+01  0.1440D+01  0.3143D-01  0.1764D+04  0.2181D+04
  0.3033D+01  0.1439D+01  0.3143D-01  0.1764D+04  0.2163D+04
  0.3034D+01  0.1439D+01  0.3144D-01  0.1764D+04  0.2146D+04
  0.3035D+01  0.1439D+01  0.3147D-01  0.1765D+04  0.2129D+04
  0.3036D+01  0.1438D+01  0.3150D-01  0.1767D+04  0.2113D+04
  0.3037D+01  0.1438D+01  0.3155D-01  0.1769D+04  0.2096D+04
  0.3038D+01  0.1438D+01  0.3161D-01  0.1771D+04  0.2080D+04
  0.3039D+01  0.1437D+01  0.3168D-01  0.1775D+04  0.2064D+04
  0.3039D+01  0.1437D+01  0.3173D-01  0.1778D+04  0.2049D+04
  0.3040D+01  0.1437D+01  0.3181D-01  0.1783D+04  0.2034D+04
  0.3041D+01  0.1437D+01  0.3191D-01  0.1788D+04  0.2019D+04
  0.3042D+01  0.1436D+01  0.3202D-01  0.1793D+04  0.2005D+04
  0.3043D+01  0.1436D+01  0.3214D-01  0.1799D+04  0.1992D+04
  0.3044D+01  0.1436D+01  0.3227D-01  0.1805D+04  0.1978D+04
  0.3045D+01  0.1436D+01  0.3241D-01  0.1812D+04  0.1965D+04
  0.3046D+01  0.1436D+01  0.3255D-01  0.1819D+04  0.1952D+04
  0.3047D+01  0.1436D+01  0.3270D-01  0.1826D+04  0.1939D+04
  0.3048D+01  0.1435D+01  0.3278D-01  0.1834D+04  0.1926D+04
  0.3049D+01  0.1435D+01  0.3294D-01  0.1842D+04  0.1914D+04
  0.3050D+01  0.1435D+01  0.3310D-01  0.1850D+04  0.1902D+04
  0.3051D+01  0.1435D+01  0.3327D-01  0.1858D+04  0.1890D+04
  0.3052D+01  0.1435D+01  0.3344D-01  0.1867D+04  0.1879D+04
  0.3053D+01  0.1435D+01  0.3362D-01  0.1875D+04  0.1868D+04
  0.3054D+01  0.1435D+01  0.3379D-01  0.1884D+04  0.1857D+04
  0.3055D+01  0.1435D+01  0.3397D-01  0.1893D+04  0.1846D+04
  0.3055D+01  0.1435D+01  0.3405D-01  0.1901D+04  0.1835D+04
  0.3056D+01  0.1435D+01  0.3422D-01  0.1909D+04  0.1825D+04
  0.3057D+01  0.1435D+01  0.3439D-01  0.1917D+04  0.1814D+04
  0.3058D+01  0.1435D+01  0.3455D-01  0.1925D+04  0.1804D+04
  0.3059D+01  0.1435D+01  0.3471D-01  0.1933D+04  0.1794D+04
  0.3060D+01  0.1435D+01  0.3485D-01  0.1940D+04  0.1785D+04
  0.3061D+01  0.1435D+01  0.3499D-01  0.1947D+04  0.1776D+04
  0.3062D+01  0.1436D+01  0.3512D-01  0.1953D+04  0.1767D+04
  0.3063D+01  0.1436D+01  0.3524D-01  0.1958D+04  0.1758D+04
  0.3063D+01  0.1436D+01  0.3529D-01  0.1963D+04  0.1750D+04
  0.3064D+01  0.1436D+01  0.3538D-01  0.1967D+04  0.1743D+04
  0.3065D+01  0.1436D+01  0.3546D-01  0.1970D+04  0.1737D+04
  0.3066D+01  0.1437D+01  0.3552D-01  0.1973D+04  0.1732D+04
  0.3067D+01  0.1437D+01  0.3557D-01  0.1974D+04  0.1728D+04
  0.3068D+01  0.1437D+01  0.3559D-01  0.1975D+04  0.1725D+04
  0.3069D+01  0.1437D+01  0.3559D-01  0.1975D+04  0.1725D+04
  0.3070D+01  0.1438D+01  0.3558D-01  0.1973D+04  0.1726D+04
  0.3071D+01  0.1438D+01  0.3554D-01  0.1971D+04  0.1730D+04
  0.3072D+01  0.1438D+01  0.3551D-01  0.1967D+04  0.1736D+04
  0.3073D+01  0.1438D+01  0.3544D-01  0.1962D+04  0.1745D+04
  0.3074D+01  0.1439D+01  0.3534D-01  0.1957D+04  0.1756D+04
  0.3075D+01  0.1439D+01  0.3522D-01  0.1950D+04  0.1768D+04
  0.3076D+01  0.1439D+01  0.3508D-01  0.1941D+04  0.1780D+04
  0.3077D+01  0.1440D+01  0.3492D-01  0.1932D+04  0.1793D+04
  0.3078D+01  0.1440D+01  0.3473D-01  0.1922D+04  0.1805D+04
  0.3079D+01  0.1440D+01  0.3452D-01  0.1910D+04  0.1816D+04
  0.3079D+01  0.1440D+01  0.3441D-01  0.1898D+04  0.1826D+04
  0.3080D+01  0.1441D+01  0.3416D-01  0.1884D+04  0.1833D+04
  0.3082D+01  0.1441D+01  0.3390D-01  0.1870D+04  0.1837D+04
  0.3083D+01  0.1441D+01  0.3362D-01  0.1854D+04  0.1836D+04
  0.3084D+01  0.1441D+01  0.3332D-01  0.1838D+04  0.1830D+04
  0.3085D+01  0.1442D+01  0.3300D-01  0.1820D+04  0.1820D+04
  0.3086D+01  0.1442D+01  0.3266D-01  0.1802D+04  0.1805D+04
  0.3087D+01  0.1442D+01  0.3231D-01  0.1784D+04  0.1786D+04
  0.3088D+01  0.1442D+01  0.3195D-01  0.1764D+04  0.1763D+04
  0.3088D+01  0.1443D+01  0.3176D-01  0.1744D+04  0.1739D+04
  0.3089D+01  0.1443D+01  0.3138D-01  0.1724D+04  0.1712D+04
  0.3090D+01  0.1443D+01  0.3098D-01  0.1702D+04  0.1684D+04
  0.3091D+01  0.1443D+01  0.3058D-01  0.1681D+04  0.1655D+04
  0.3092D+01  0.1443D+01  0.3017D-01  0.1659D+04  0.1627D+04
  0.3093D+01  0.1443D+01  0.2975D-01  0.1637D+04  0.1600D+04
  0.3094D+01  0.1443D+01  0.2933D-01  0.1615D+04  0.1574D+04
  0.3095D+01  0.1443D+01  0.2890D-01  0.1592D+04  0.1549D+04
  0.3096D+01  0.1444D+01  0.2847D-01  0.1569D+04  0.1524D+04
  0.3097D+01  0.1444D+01  0.2826D-01  0.1546D+04  0.1500D+04
  0.3098D+01  0.1444D+01  0.2783D-01  0.1523D+04  0.1476D+04
  0.3099D+01  0.1444D+01  0.2739D-01  0.1501D+04  0.1454D+04
  0.3100D+01  0.1444D+01  0.2696D-01  0.1478D+04  0.1432D+04
  0.3101D+01  0.1444D+01  0.2653D-01  0.1455D+04  0.1412D+04
  0.3102D+01  0.1444D+01  0.2610D-01  0.1432D+04  0.1392D+04
  0.3103D+01  0.1444D+01  0.2567D-01  0.1410D+04  0.1373D+04
  0.3104D+01  0.1444D+01  0.2525D-01  0.1387D+04  0.1354D+04
  0.3105D+01  0.1444D+01  0.2483D-01  0.1365D+04  0.1336D+04
  0.3105D+01  0.1444D+01  0.2462D-01  0.1344D+04  0.1319D+04
  0.3106D+01  0.1444D+01  0.2421D-01  0.1322D+04  0.1304D+04
  0.3107D+01  0.1443D+01  0.2380D-01  0.1301D+04  0.1289D+04
  0.3108D+01  0.1443D+01  0.2340D-01  0.1279D+04  0.1274D+04
  0.3109D+01  0.1443D+01  0.2301D-01  0.1259D+04  0.1260D+04
  0.3110D+01  0.1443D+01  0.2262D-01  0.1238D+04  0.1246D+04
  0.3112D+01  0.1443D+01  0.2224D-01  0.1218D+04  0.1232D+04
  0.3113D+01  0.1443D+01  0.2186D-01  0.1199D+04  0.1219D+04
  0.3113D+01  0.1443D+01  0.2168D-01  0.1179D+04  0.1207D+04
  0.3114D+01  0.1443D+01  0.2131D-01  0.1160D+04  0.1194D+04
  0.3115D+01  0.1443D+01  0.2095D-01  0.1141D+04  0.1182D+04
  0.3116D+01  0.1442D+01  0.2060D-01  0.1123D+04  0.1171D+04
  0.3117D+01  0.1442D+01  0.2026D-01  0.1105D+04  0.1160D+04
  0.3118D+01  0.1442D+01  0.1992D-01  0.1088D+04  0.1149D+04
  0.3119D+01  0.1442D+01  0.1959D-01  0.1070D+04  0.1138D+04
